Student_Names,Phone_No.,CIA_1,CIA_2,CIA_3,Grade,Comment,Roll No.,School Name,Student Address
Mark Thompson,9870561689.0,18.0,21.0,97.0,D,Poor Pursuance,525503,Martin Luther School,"4995 Hess Wall Suite 110, Lake Katieburgh, MO 49586"
Lori Montoya,9487826854.0,18.0,66.0,85.0,C,Below Average Achivement,502736,Martin Luther School,"Unit 2871 Box 5114, DPO AE 84787"
Dustin Anderson,9000800390.0,94.0,80.0,37.0,B,Average Performance,554024,Martin Luther School,"702 Davis Loaf, Terranceborough, NC 53200"
Joshua Ewing,9628204295.0,76.0,98.0,87.0,A,Very Good Achivement,579639,Martin Luther School,"1404 Hanson Ridge Apt. 322, Derrickbury, SD 23211"
Heather Underwood,9045165457.0,52.0,16.0,14.0,F,Failed,520532,Martin Luther School,"7149 Alec Manors Apt. 950, Robinsonborough, SC 78696"
Andrea Hardin,9140455015.0,83.0,73.0,31.0,B,Average Performance,563480,Martin Luther School,"439 Hopkins Estates Suite 323, Carterhaven, GA 70403"
Andrew Robinson,9412452348.0,27.0,59.0,70.0,C,Below Average Achivement,595855,Martin Luther School,"USS Guzman, FPO AE 46981"
Nathan Rodriguez,9372399736.0,17.0,30.0,59.0,D,Poor Pursuance,599626,Martin Luther School,"015 Ryan Groves, Lake Corey, NM 76948"
Amber Watkins,9487444651.0,87.0,11.0,88.0,B,Average Performance,519299,Martin Luther School,"259 Williams Curve, Timothyberg, AR 88318"
Kristin Cortez,9504294731.0,57.0,97.0,93.0,A,Very Good Achivement,506269,Martin Luther School,"978 Ellen Stravenue Suite 980, Port Wyatt, HI 65579"
Mackenzie Wood,9343846417.0,73.0,43.0,68.0,B,Average Performance,573457,Martin Luther School,"0078 Jimmy Courts, New Jeffery, NH 41422"
Alexis Baker,9470952533.0,44.0,67.0,54.0,C,Below Average Achivement,527422,Martin Luther School,"875 Terry Flats Suite 958, New Keithchester, AZ 29586"
Shannon Campbell,9231877102.0,76.0,69.0,15.0,C,Below Average Achivement,518467,Martin Luther School,"67668 Haynes Causeway Suite 862, Aprilberg, NH 14640"
Beth Mays,9030732334.0,53.0,62.0,44.0,C,Below Average Achivement,569177,Martin Luther School,"2271 David Vista, Dustinbury, RI 65241"
Charles Brooks,9217778213.0,42.0,59.0,33.0,D,Poor Pursuance,504621,Martin Luther School,"28137 Kevin Extension Suite 792, Toddmouth, NC 93043"
Michael Mercado,9888470473.0,43.0,47.0,80.0,C,Below Average Achivement,514212,Martin Luther School,"933 Banks Estates, Ronaldview, WY 60470"
Lisa Harris,9613528569.0,77.0,89.0,80.0,A,Very Good Achivement,526616,Martin Luther School,"57363 Nixon Hollow Suite 310, Lake Tammie, DE 60551"
Tiffany Johnson,9616529324.0,83.0,69.0,99.0,A,Very Good Achivement,567295,Martin Luther School,"5397 Elizabeth Row Suite 166, New Joseph, CT 38977"
Dennis Collins,9399288038.0,43.0,86.0,91.0,B+,Good Pursuance,551530,Martin Luther School,"5839 Scott Drives, Lake Brandi, PA 50245"
Tyler Chavez,9948182615.0,73.0,19.0,88.0,C,Below Average Achivement,555930,Martin Luther School,"67473 Byrd Ridge Apt. 968, West Joshua, NY 18274"
Dawn Keith,9842274873.0,59.0,47.0,95.0,B,Average Performance,593010,Martin Luther School,"33732 Andre Trafficway Apt. 892, Onealtown, GA 85830"
Tyler Wallace,9859652322.0,56.0,16.0,67.0,D,Poor Pursuance,539494,Martin Luther School,"20530 Thompson Heights Suite 167, Fosterhaven, GU 13534"
Michael Mcbride,9856410742.0,93.0,57.0,11.0,C,Below Average Achivement,542260,Martin Luther School,"0686 Harmon Squares Apt. 927, Darlenehaven, DE 46248"
Veronica Young,9628296770.0,23.0,76.0,44.0,D,Poor Pursuance,579353,Martin Luther School,"9273 Dawn Parkway Suite 022, Hudsonland, CT 19098"
Matthew Fuller,9294377796.0,54.0,87.0,93.0,B+,Good Pursuance,525929,Martin Luther School,"09198 Lori Lake Apt. 118, Port Kennethtown, MH 81527"
Jane Morris,9667754291.0,88.0,55.0,95.0,B+,Good Pursuance,543027,Martin Luther School,"943 Carpenter Prairie, West Jacqueline, RI 56890"
Mark Cabrera,9086138792.0,34.0,75.0,26.0,D,Poor Pursuance,564223,Martin Luther School,"471 Hodges Radial, South Michelle, AR 17801"
Kenneth Green,9329259978.0,24.0,56.0,83.0,C,Below Average Achivement,544158,Martin Luther School,"0371 Shane Lodge, Spencerburgh, WV 97535"
Kenneth Williams,9860273433.0,72.0,72.0,52.0,B,Average Performance,550158,Martin Luther School,"00788 Ellis Parks Apt. 278, Younghaven, NE 74218"
Heather Marshall,9528098361.0,28.0,23.0,13.0,F,Failed,562317,Martin Luther School,"19064 Ramos Curve, Port Bruceborough, FM 95530"
Katherine Walker,9881523987.0,86.0,74.0,93.0,A,Very Good Achivement,547472,Martin Luther School,"35149 Pearson Vista Apt. 076, Grayborough, NJ 30039"
Anthony Allen,9019607187.0,64.0,22.0,59.0,D,Poor Pursuance,587402,Martin Luther School,"9704 Karen Burgs Apt. 809, North Jack, WY 51564"
Ashley Simon,9183529394.0,18.0,63.0,38.0,D,Poor Pursuance,562544,Martin Luther School,"2074 Megan Track Suite 191, New Julie, NJ 98618"
Sabrina Curtis MD,9962559306.0,14.0,70.0,28.0,D,Poor Pursuance,545535,Martin Luther School,"24799 Taylor Ville Apt. 078, North Clairehaven, UT 63695"
Caleb Larson,9346849279.0,11.0,79.0,26.0,D,Poor Pursuance,534408,Martin Luther School,"5467 Pratt Mount, Lake Anthony, MN 55627"
Mary Murphy,9977123951.0,56.0,72.0,61.0,B,Average Performance,567962,Martin Luther School,"68626 Carroll Course Apt. 359, New Timothymouth, ME 98076"
Brittany Sandoval,9905589108.0,21.0,45.0,75.0,D,Poor Pursuance,526578,Martin Luther School,"5130 Diane Islands Suite 937, Port James, KS 51978"
Sheri Roberts,9685604210.0,59.0,85.0,56.0,B,Average Performance,521390,Martin Luther School,"604 David Union, South Cheryl, UT 05750"
Jacqueline Richardson,9508086636.0,73.0,48.0,95.0,B+,Good Pursuance,519618,Martin Luther School,"940 Cindy Path Apt. 764, North Aaron, WI 79094"
Russell Garcia,9622557078.0,21.0,16.0,75.0,D,Poor Pursuance,560684,Martin Luther School,"0021 Laura Terrace, Fuenteshaven, CA 03208"
Robert Herrera,9683013089.0,73.0,61.0,21.0,C,Below Average Achivement,598447,Martin Luther School,"3868 Rose Manors Suite 966, South Michael, TX 31659"
Shane Byrd,9169749276.0,94.0,99.0,62.0,A,Very Good Achivement,596793,Martin Luther School,"Unit 3433 Box 0693, DPO AE 14512"
Daniel Edwards,9035636987.0,35.0,34.0,46.0,D,Poor Pursuance,555513,Martin Luther School,"176 Thomas Parkway Apt. 210, Lake Jessicastad, CO 33495"
Debra Weber,9500548822.0,52.0,90.0,36.0,C,Below Average Achivement,536468,Martin Luther School,"59557 Sanchez Oval Suite 252, Port Catherinemouth, SC 58364"
Javier Rice,9475752657.0,58.0,68.0,88.0,B+,Good Pursuance,576283,Martin Luther School,"09958 Chandler Shores, West Courtneymouth, FL 40183"
Michelle Brooks,9102547559.0,33.0,10.0,70.0,D,Poor Pursuance,540963,Martin Luther School,"0926 Amber Summit Apt. 183, Tonyshire, CT 96651"
Rebecca Schmidt,9670747950.0,88.0,52.0,67.0,B,Average Performance,518589,Martin Luther School,"9450 Richard Village Apt. 781, North Cherylbury, CO 20108"
Stephanie Petty,9518976938.0,50.0,77.0,34.0,C,Below Average Achivement,571336,Martin Luther School,"350 Rowe Plaza, New Rachelport, GA 86516"
Matthew Maynard,9136291819.0,40.0,14.0,67.0,D,Poor Pursuance,551430,Martin Luther School,"66005 David Flats Apt. 418, Thomaschester, KS 41174"
Terri Nelson,9431375166.0,65.0,81.0,78.0,B+,Good Pursuance,588231,Martin Luther School,"9809 Chang Trace Suite 981, Christopherborough, UT 99176"
Michelle Fuller,9820284729.0,17.0,92.0,48.0,C,Below Average Achivement,542444,Martin Luther School,"495 Hart Port Apt. 519, Hortontown, CA 98657"
Pamela Harper,9149904193.0,72.0,41.0,74.0,B,Average Performance,553261,Martin Luther School,"8365 Tyrone Corner, Garciaburgh, WV 60758"
Christopher Carlson,9498324784.0,12.0,89.0,66.0,C,Below Average Achivement,586972,Martin Luther School,"7495 Ingram Field Apt. 855, Connermouth, SD 54573"
Jeffrey Cabrera,9218672777.0,73.0,20.0,17.0,D,Poor Pursuance,534985,Martin Luther School,"2760 Norman Point Suite 918, Richardstad, MS 94224"
Michelle Nolan,9261974749.0,47.0,84.0,80.0,B,Average Performance,512740,Martin Luther School,"79095 James Trace, Ryanborough, GU 91578"
Matthew Flores,9234553408.0,52.0,69.0,96.0,B+,Good Pursuance,543628,Martin Luther School,"373 Johnson Ranch Suite 557, Port Lorifort, IN 52559"
Paul Davis,9767596184.0,82.0,100.0,70.0,A,Very Good Achivement,532750,Martin Luther School,"92910 Joshua Parkway, Jeremyton, MA 42927"
Joyce Austin,9454036756.0,80.0,46.0,22.0,D,Poor Pursuance,594283,Martin Luther School,"00214 Margaret Circle, Tammybury, ME 40919"
Wayne Russell,9782948742.0,47.0,54.0,50.0,D,Poor Pursuance,542128,Martin Luther School,"27274 Emily Parkway Apt. 960, Lake Michaelhaven, MH 88520"
Samuel Ross,9538421822.0,48.0,26.0,89.0,C,Below Average Achivement,516285,Martin Luther School,"463 Elliott Views, Griffinbury, PW 72504"
Sherry Sandoval,9257051926.0,43.0,84.0,22.0,D,Poor Pursuance,536850,Martin Luther School,"996 Stephanie Stravenue Apt. 402, West John, TN 74135"
Alyssa Larson,9030445810.0,65.0,26.0,97.0,B,Average Performance,506353,Martin Luther School,"58489 Sarah Island, East William, NH 63184"
Donald Freeman,9045511038.0,79.0,55.0,36.0,C,Below Average Achivement,544417,Martin Luther School,"93323 Miles Isle, Davisfort, WA 34204"
Terri Freeman,9290633484.0,59.0,84.0,59.0,B,Average Performance,555196,Martin Luther School,"099 Smith Street Apt. 598, Thomasfort, UT 30080"
Scott Murphy,9134218830.0,57.0,75.0,90.0,B+,Good Pursuance,525242,Martin Luther School,"852 Jennifer Street Apt. 841, West Jessica, GU 14940"
Madison Moran,9326391336.0,86.0,53.0,100.0,B+,Good Pursuance,586059,Martin Luther School,"5832 Larson Brooks, Elijahstad, AS 25719"
Rebecca Boyd,9525518378.0,92.0,28.0,41.0,C,Below Average Achivement,528922,Martin Luther School,"382 Victoria Curve, New Travis, DC 50014"
Joanne Moore,9602647683.0,47.0,84.0,21.0,D,Poor Pursuance,515593,Martin Luther School,"214 Reyes Islands, Lake Emilyview, TX 18562"
Benjamin Ward,9685621700.0,13.0,49.0,64.0,D,Poor Pursuance,536772,Martin Luther School,"PSC 8173, Box 3857, APO AE 29181"
Brian Grant,9237571801.0,26.0,73.0,91.0,B,Average Performance,573375,Martin Luther School,"990 Elizabeth Brooks, Aprilbury, RI 75065"
Christopher Johnson,9964489343.0,34.0,84.0,21.0,D,Poor Pursuance,581175,Martin Luther School,"378 Denise Island Suite 692, North Evanberg, MH 91067"
Richard Lambert,9086660129.0,13.0,96.0,62.0,C,Below Average Achivement,508586,Martin Luther School,"62068 Walker Road, Port Brianna, KS 02204"
Omar Rogers,9146396298.0,45.0,94.0,42.0,C,Below Average Achivement,506457,Martin Luther School,"72812 Lucas Via Apt. 198, Port Daniel, WV 65945"
William Guzman,9291092074.0,88.0,19.0,21.0,D,Poor Pursuance,578140,Martin Luther School,"10646 Lozano Parkways Suite 129, Sotomouth, LA 90854"
Derrick Reed,9003888930.0,94.0,12.0,96.0,B,Average Performance,581480,Martin Luther School,"PSC 2116, Box 9661, APO AP 40633"
Kimberly Lopez,9717758427.0,17.0,81.0,29.0,D,Poor Pursuance,586921,Martin Luther School,"57214 Rhonda Springs, New Anne, RI 66961"
Melody Cooper,9074345064.0,94.0,23.0,67.0,B,Average Performance,564050,Martin Luther School,"06465 Carrie Parkway Apt. 220, Port Thomasmouth, ME 76554"
Savannah Coffey,9074820431.0,31.0,84.0,86.0,B,Average Performance,512633,Martin Luther School,"81429 Beverly Coves, South Heather, RI 41874"
James Morris,9008502093.0,57.0,34.0,33.0,D,Poor Pursuance,505348,Martin Luther School,"143 Rebecca Groves Suite 307, Strongchester, VT 75898"
Antonio Lee,9632086515.0,44.0,89.0,27.0,C,Below Average Achivement,501254,Martin Luther School,"3959 Brown Divide, Howardton, MN 34851"
Sara Hall,9948756180.0,76.0,49.0,73.0,B,Average Performance,525177,Martin Luther School,"226 Douglas Forks Apt. 770, South Charles, OR 26404"
David Green,9860209751.0,65.0,69.0,89.0,B+,Good Pursuance,569786,Martin Luther School,"15526 Nicholas Creek Suite 157, West Michelle, VA 01586"
Kristin Byrd,9778071664.0,33.0,76.0,16.0,D,Poor Pursuance,579482,Martin Luther School,"2923 Lisa Light, Davidtown, AL 69197"
Michele Taylor,9865176822.0,93.0,24.0,35.0,D,Poor Pursuance,548421,Martin Luther School,"775 Anthony Groves, Bryanshire, NC 06149"
Brittney Jackson,9862848979.0,35.0,64.0,12.0,D,Poor Pursuance,594518,Martin Luther School,"54732 Brooks Mission Suite 523, Ericaberg, MO 25767"
Angela Sullivan,9357896632.0,66.0,11.0,49.0,D,Poor Pursuance,521093,Martin Luther School,"1281 Sean Mount, Morrisonhaven, IL 82660"
Sean Hoffman,9723142542.0,67.0,77.0,88.0,B+,Good Pursuance,558200,Martin Luther School,"835 Arnold Trafficway Apt. 523, Howardland, MH 06568"
Benjamin Smith,9173077684.0,65.0,60.0,13.0,D,Poor Pursuance,544062,Martin Luther School,"46409 Todd Cove, East Paul, WI 37035"
Kathleen King,9240302625.0,44.0,26.0,51.0,D,Poor Pursuance,519198,Martin Luther School,"5380 Jeffrey Village, West Thomas, PA 14265"
Elizabeth Henderson,9827572275.0,43.0,10.0,24.0,F,Failed,532809,Martin Luther School,"96485 Costa Crescent Suite 286, East Aaronhaven, GA 03894"
Doris Davis,9542662066.0,16.0,12.0,22.0,F,Failed,584097,Martin Luther School,"5782 Margaret Turnpike, North Melanieburgh, AR 23274"
Devon Young,9457504477.0,90.0,43.0,53.0,B,Average Performance,568395,Martin Luther School,"0307 Campbell Avenue Apt. 583, West Denise, GU 33927"
Courtney Scott,9952186782.0,84.0,23.0,23.0,D,Poor Pursuance,556400,Martin Luther School,"5028 Dennis Track, Lake Stephanie, TN 73390"
Joseph Alvarez DDS,9828664207.0,39.0,59.0,27.0,D,Poor Pursuance,568955,Martin Luther School,"3862 Gina Ranch Suite 650, Ashleetown, NM 16467"
Jose Valdez,9679546737.0,85.0,75.0,43.0,B,Average Performance,586736,Martin Luther School,"24028 Robinson Locks Suite 006, Mortonside, MT 96066"
Russell Gaines,9617670807.0,14.0,37.0,92.0,D,Poor Pursuance,515660,Martin Luther School,"8236 Hansen Lodge Apt. 135, Jarvisland, WV 77198"
Devin Crawford,9076843065.0,29.0,42.0,82.0,C,Below Average Achivement,576362,Martin Luther School,"22314 Perez Crest Suite 076, New Kimberlyhaven, WV 55483"
Jorge Mccarthy,9357015070.0,91.0,87.0,21.0,B,Average Performance,511295,Martin Luther School,"850 Rowland Lock Suite 762, Joshuahaven, AR 94527"
Thomas Petersen,9247888842.0,94.0,46.0,76.0,B+,Good Pursuance,574618,Martin Luther School,"30707 Paul Fork Suite 760, South Coryfort, NC 03067"
Stephanie Fritz,9377501950.0,26.0,84.0,82.0,B,Average Performance,584172,Martin Luther School,"45722 Jonathan Isle, East Angelaside, GA 38443"
Joseph Mclean,9017909801.0,82.0,43.0,55.0,C,Below Average Achivement,597680,Martin Luther School,"PSC 5699, Box 8282, APO AP 64146"
Jessica Reynolds,9281464629.0,30.0,23.0,29.0,F,Failed,527565,Martin Luther School,"396 Beasley Shoals Suite 774, Bakertown, OK 87599"
Brittany Anderson,9568372829.0,42.0,59.0,37.0,D,Poor Pursuance,525042,Martin Luther School,"49936 Sharon Shoal Suite 358, Cindyside, TX 85197"
Kaitlyn Wilson,9543150456.0,70.0,62.0,44.0,C,Below Average Achivement,584591,Martin Luther School,"5360 Nancy Prairie Apt. 632, Jessicahaven, TX 65547"
Scott Rowland,9733139351.0,97.0,40.0,64.0,B,Average Performance,579927,Martin Luther School,"8141 Christopher Roads Apt. 967, Port Tinastad, VT 06080"
Stephen Boone,9151507138.0,66.0,86.0,48.0,B,Average Performance,597798,Martin Luther School,"14428 Jordan Dale Suite 136, Kylestad, IN 41241"
Grace Meyer,9099561369.0,58.0,16.0,47.0,D,Poor Pursuance,594571,Martin Luther School,"8353 Heather Way, North Juan, PA 02169"
Donna Haney,9772390236.0,21.0,15.0,63.0,D,Poor Pursuance,544226,Martin Luther School,"66254 Sherry Throughway Suite 792, New Tiffanyland, PA 65680"
Angela Lane,9723105957.0,95.0,91.0,60.0,A,Very Good Achivement,596885,Martin Luther School,"5558 Parker Mills, New Sallymouth, CT 19738"
Andrew Wade,9711748235.0,66.0,96.0,98.0,A,Very Good Achivement,551016,Martin Luther School,"Unit 6515 Box 8217, DPO AP 03408"
Michael Sweeney,9642885693.0,39.0,93.0,36.0,C,Below Average Achivement,517855,Martin Luther School,"507 Sharp Roads, Danielbury, VT 42537"
Sherri Jones,9372050984.0,68.0,86.0,48.0,B,Average Performance,580771,Martin Luther School,"Unit 2720 Box 2594, DPO AE 61053"
Krystal Delgado,9949002220.0,68.0,54.0,79.0,B,Average Performance,572084,Martin Luther School,"USCGC Johnson, FPO AA 46590"
John Williams,9131836081.0,60.0,10.0,23.0,F,Failed,579578,Martin Luther School,"3256 Daniel Lake Suite 654, Brownfurt, IN 29548"
Adam Hudson,9663994330.0,82.0,100.0,85.0,A,Very Good Achivement,503324,Martin Luther School,"2329 Orr Squares, West Alisonfurt, KY 63224"
Matthew Lang,9716694296.0,14.0,43.0,58.0,D,Poor Pursuance,521140,Martin Luther School,"65519 Jack Creek Apt. 622, North Kayla, ND 96749"
Mario Dyer,9365659469.0,68.0,36.0,54.0,C,Below Average Achivement,518282,Martin Luther School,"976 Duran Hill, West Laurieshire, WI 35029"
Megan Martin,9491108196.0,68.0,21.0,42.0,D,Poor Pursuance,550881,Martin Luther School,"0567 Mitchell Circles, New Jill, NY 10781"
Mike Nguyen,9197093748.0,99.0,63.0,55.0,B+,Good Pursuance,598010,Martin Luther School,"37075 Kristi Pines, Jensenfurt, GA 12474"
Amanda Brown,9281544382.0,34.0,25.0,29.0,F,Failed,567589,Martin Luther School,"70221 Hernandez Stream Apt. 383, Anthonyberg, OR 75352"
Kathleen Peters,9983962239.0,38.0,44.0,84.0,C,Below Average Achivement,538392,Martin Luther School,"32338 Austin Mountain, South Yvonne, VA 55417"
Michael Hall,9287202006.0,15.0,14.0,69.0,F,Failed,514238,Martin Luther School,"PSC 9321, Box 2090, APO AA 17778"
Bradley Nguyen,9466291123.0,59.0,56.0,87.0,B,Average Performance,534763,Martin Luther School,"7251 Matthew Parkways, Lake Jason, PR 39183"
Andrea Phelps,9303915043.0,15.0,13.0,33.0,F,Failed,571836,Martin Luther School,"7647 Rios Heights Apt. 191, Harrismouth, DE 82236"
Amanda Evans,9042484060.0,94.0,30.0,66.0,B,Average Performance,545763,Martin Luther School,"24162 Summers Camp Suite 978, Michaelside, SC 19508"
Cassandra Freeman,9872159927.0,79.0,60.0,19.0,C,Below Average Achivement,582208,Martin Luther School,"64950 Pennington Island Suite 862, Jamesbury, MS 37838"
Erica Thomas,9579330046.0,13.0,98.0,92.0,B,Average Performance,510411,Martin Luther School,"5868 Paul Plains Suite 817, North Randyburgh, NV 23857"
Wendy Castillo,9243378085.0,93.0,58.0,90.0,B+,Good Pursuance,599051,Martin Luther School,"3826 Mary Lane, Bradleyside, WI 30952"
Frank Rangel,9169163004.0,95.0,63.0,57.0,B+,Good Pursuance,596041,Martin Luther School,"5611 Flores Circles, Aliciafort, ME 57302"
Melissa Barnes,9784577873.0,34.0,13.0,21.0,F,Failed,543942,Martin Luther School,"USS Roberts, FPO AE 02092"
Dawn Armstrong,9147360905.0,96.0,56.0,22.0,C,Below Average Achivement,522094,Martin Luther School,"3488 Gray Square, North Richardmouth, CO 55232"
Keith Bruce,9566900892.0,29.0,41.0,85.0,C,Below Average Achivement,594157,Martin Luther School,"8270 Smith Lake, North Dana, PR 33357"
Benjamin Mckinney,9876678385.0,22.0,12.0,78.0,D,Poor Pursuance,540699,Martin Luther School,"3833 Jorge Passage Apt. 725, East Stephaniemouth, KS 86257"
Alyssa Perkins,9832371374.0,95.0,16.0,48.0,C,Below Average Achivement,551210,Martin Luther School,"0911 Santos Lights Apt. 167, Spencermouth, NC 95138"
Brooke Marsh,9172847961.0,45.0,16.0,50.0,D,Poor Pursuance,549943,Martin Luther School,"768 Moreno Ports, South Joseph, PA 23213"
Michelle Chan,9045130025.0,90.0,63.0,80.0,B+,Good Pursuance,509935,Martin Luther School,"28190 Carlson Glens, Rebeccachester, AK 07504"
Emily Rodgers,9154122560.0,84.0,40.0,37.0,C,Below Average Achivement,514273,Martin Luther School,"369 Owen Drives, Michellefort, IN 38935"
Seth Johnson,9455402524.0,32.0,99.0,87.0,B+,Good Pursuance,555313,Martin Luther School,"96066 Jenkins Mount Suite 919, South Amandachester, GA 34618"
Megan Thompson,9313996094.0,65.0,79.0,87.0,B+,Good Pursuance,514500,Martin Luther School,"149 James Well, Mirandaville, SD 99813"
Amy White,9462126144.0,79.0,45.0,52.0,C,Below Average Achivement,531330,Martin Luther School,"PSC 0599, Box 4952, APO AA 69328"
Cynthia Brown,9224325666.0,87.0,98.0,98.0,A+,Excellent Performance,540660,Martin Luther School,"8835 Tamara Plain, Smithfort, AK 22235"
Gregory Edwards,9656893264.0,77.0,99.0,19.0,B,Average Performance,538934,Martin Luther School,"38698 Anita Views, South Sherryside, AK 52847"
Lori Clark,9117175323.0,22.0,52.0,75.0,D,Poor Pursuance,511624,Martin Luther School,"88647 Matthew River, South Danfort, WY 16279"
Christopher Clark,9797860088.0,90.0,29.0,49.0,C,Below Average Achivement,536675,Martin Luther School,"1770 Lopez Stravenue, Port Renee, NV 36439"
Victoria Carter,9183946895.0,77.0,57.0,69.0,B,Average Performance,527393,Martin Luther School,"947 Kaylee Light, Chrisstad, AL 25340"
Timothy Brown,9434873025.0,88.0,21.0,23.0,D,Poor Pursuance,531219,Martin Luther School,"10661 Garcia Spurs Suite 680, Port Michelleberg, HI 40073"
Jorge Davis,9041636923.0,23.0,33.0,54.0,D,Poor Pursuance,524268,Martin Luther School,"17218 Nelson Centers Apt. 519, Lake Tara, PW 32730"
Michael Harris,9288573140.0,48.0,25.0,26.0,D,Poor Pursuance,523357,Martin Luther School,"61809 Simon Oval Apt. 992, West John, FM 97243"
Judy Smith,9222498047.0,74.0,61.0,25.0,C,Below Average Achivement,535643,Martin Luther School,"354 Adrian Fall, Coreymouth, VT 63339"
Brandon Douglas,9735348615.0,62.0,22.0,81.0,C,Below Average Achivement,525950,Martin Luther School,"5597 Kyle Fords, West Angela, GA 23470"
William Smith,9218202205.0,79.0,11.0,18.0,D,Poor Pursuance,548614,Martin Luther School,"78861 Shaun Vista, Lake Leahberg, MD 44620"
Kimberly Pacheco,9125735374.0,89.0,26.0,62.0,C,Below Average Achivement,572290,Martin Luther School,"0075 Todd Road, North Carmenfurt, NE 79228"
Angela Wall,9978452187.0,68.0,33.0,91.0,B,Average Performance,579531,Martin Luther School,"314 English Roads Suite 674, Timothyview, ME 95758"
Jack Sims,9835129575.0,85.0,89.0,54.0,B+,Good Pursuance,580536,Martin Luther School,"870 Jason Junctions Suite 357, Amytown, KY 57159"
Evan Sampson,9992930247.0,97.0,38.0,80.0,B+,Good Pursuance,520860,Martin Luther School,"34406 Daniel Plaza, Kevinburgh, AZ 24069"
Courtney Bennett,9334938017.0,16.0,60.0,99.0,C,Below Average Achivement,512755,Martin Luther School,"1208 Forbes Islands Suite 226, Port Andrew, IA 85394"
Robert Medina,9288510831.0,41.0,44.0,70.0,C,Below Average Achivement,526379,Martin Luther School,"4686 Michelle Roads, Port Melanie, CT 95009"
Dana Collins,9530428914.0,17.0,98.0,68.0,B,Average Performance,541550,Martin Luther School,"87335 King Orchard Apt. 461, South Elizabeth, IA 10319"
Chloe Fleming,9803722309.0,68.0,17.0,99.0,B,Average Performance,515419,Martin Luther School,"0432 Christian Prairie Apt. 259, North Sarah, WV 79847"
Erika Case,9962274856.0,28.0,24.0,49.0,D,Poor Pursuance,524215,Martin Luther School,"0181 Carlos Square, West Feliciachester, MO 48515"
Alexandra Cochran,9755853427.0,29.0,30.0,34.0,F,Failed,568939,Martin Luther School,"11068 Gray Extension Apt. 221, South Brent, RI 37885"
Jaime Blair,9411319726.0,18.0,70.0,12.0,D,Poor Pursuance,510207,Martin Luther School,"10462 Anderson Mission, Lake Heatherview, TX 43394"
Rebekah Jackson,9608794704.0,72.0,81.0,95.0,A,Very Good Achivement,559889,Martin Luther School,"402 Mark Ridge, Port Jacqueline, MH 40506"
Michael Wilcox,9375758938.0,56.0,16.0,53.0,D,Poor Pursuance,568429,Martin Luther School,"30044 Kathy Cove, Kimberlychester, VI 43878"
Geoffrey Fowler,9737061748.0,49.0,68.0,39.0,C,Below Average Achivement,592863,Martin Luther School,"7253 Michael Square Apt. 810, Katieburgh, FL 40306"
Jose Hutchinson,9378089262.0,97.0,32.0,48.0,C,Below Average Achivement,542235,Martin Luther School,"94507 Osborne Fields Apt. 356, West Nicholeton, MO 04202"
Jessica James,9540477353.0,82.0,70.0,71.0,B+,Good Pursuance,563216,Martin Luther School,"069 Carr Terrace, East Gregoryberg, FL 26694"
Gregory Hill,9028911239.0,34.0,17.0,29.0,F,Failed,510502,Martin Luther School,"Unit 9403 Box 1816, DPO AP 48929"
Vincent Williams,9741573750.0,83.0,68.0,22.0,C,Below Average Achivement,542853,Martin Luther School,"26775 Hernandez Canyon Apt. 968, North Josephstad, AK 44053"
Linda Diaz,9051274855.0,51.0,98.0,74.0,B+,Good Pursuance,551077,Martin Luther School,"USS Baker, FPO AP 34738"
Dwayne Anderson,9018228747.0,22.0,24.0,38.0,F,Failed,538321,Martin Luther School,"95508 Nicole Extensions, Port Daniel, GA 88644"
Jacob Martinez,9828520902.0,88.0,59.0,34.0,C,Below Average Achivement,547287,Martin Luther School,"2804 Christopher Dale Suite 509, Port Cynthia, TX 38718"
Brooke Jacobson,9670190089.0,46.0,20.0,88.0,C,Below Average Achivement,548464,Martin Luther School,"4141 Luna Spurs, Shelbyfort, TN 86786"
Brandon Villanueva,9221239553.0,38.0,74.0,27.0,D,Poor Pursuance,578421,Martin Luther School,"4055 Alex Creek, Sharptown, CO 51854"
Sarah James,9066795322.0,51.0,68.0,85.0,B,Average Performance,574541,Martin Luther School,"3280 Rivers Mount, North Penny, IL 85608"
Erin Reed,9644573848.0,69.0,24.0,88.0,C,Below Average Achivement,506541,Martin Luther School,"3762 Lang Landing Suite 585, South Charlesside, CO 84223"
Chelsea Bolton,9482345502.0,48.0,83.0,61.0,B,Average Performance,524028,Martin Luther School,"PSC 1922, Box 3245, APO AE 42650"
Corey Peterson,9452947443.0,40.0,71.0,25.0,D,Poor Pursuance,578314,Martin Luther School,"8701 Mueller Common, Smithbury, DE 19334"
Jessica Chavez,9615730218.0,82.0,61.0,63.0,B,Average Performance,576816,Martin Luther School,"USS Conley, FPO AE 04213"
Scott Cruz,9549392029.0,77.0,72.0,57.0,B,Average Performance,591588,Martin Luther School,"430 Jill Park, North Kristenberg, WV 14718"
Barbara Holden,9079191218.0,98.0,79.0,29.0,B,Average Performance,558257,Martin Luther School,"96095 Butler Dam, North Christopher, NJ 84231"
Gabrielle Cuevas,9848002015.0,70.0,53.0,39.0,C,Below Average Achivement,576412,Martin Luther School,"194 Derek Parkway Suite 700, East Matthewland, PR 83892"
